# compile-train-graphs --read-disambig-syms=data/lang/phones/disambig.int exp/tri1_ali/tree exp/tri1_ali/final.mdl data/lang/L.fst "ark:utils/sym2int.pl --map-oov 38 -f 2- data/lang/words.txt data/train/split10/7/text|" ark:- | gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false "gmm-boost-silence --boost=1.0 1 exp/tri1_ali/final.mdl - |" ark:- "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split10/7/utt2spk scp:data/train/split10/7/cmvn.scp scp:data/train/split10/7/feats.scp ark:- | add-deltas  ark:- ark:- |" "ark,t:|gzip -c >exp/tri1_ali/ali.7.gz" 
# Started at Mon Apr 29 15:19:56 AEST 2019
#
gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false 'gmm-boost-silence --boost=1.0 1 exp/tri1_ali/final.mdl - |' ark:- 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split10/7/utt2spk scp:data/train/split10/7/cmvn.scp scp:data/train/split10/7/feats.scp ark:- | add-deltas  ark:- ark:- |' 'ark,t:|gzip -c >exp/tri1_ali/ali.7.gz' 
compile-train-graphs --read-disambig-syms=data/lang/phones/disambig.int exp/tri1_ali/tree exp/tri1_ali/final.mdl data/lang/L.fst 'ark:utils/sym2int.pl --map-oov 38 -f 2- data/lang/words.txt data/train/split10/7/text|' ark:- 
gmm-boost-silence --boost=1.0 1 exp/tri1_ali/final.mdl - 
LOG (gmm-boost-silence[5.5.294-06484]:main():gmm-boost-silence.cc:93) Boosted weights for 3 pdfs, by factor of 1
LOG (gmm-boost-silence[5.5.294-06484]:main():gmm-boost-silence.cc:103) Wrote model to -
apply-cmvn --utt2spk=ark:data/train/split10/7/utt2spk scp:data/train/split10/7/cmvn.scp scp:data/train/split10/7/feats.scp ark:- 
add-deltas ark:- ark:- 
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLS0_SI1437
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLS0_SI1533
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLS0_SI2067
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLS0_SX177
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLS0_SX267
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLS0_SX357
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLS0_SX447
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLS0_SX87
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLW0_SI1571
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLW0_SI1844
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLW0_SI2201
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLW0_SX131
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLW0_SX221
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLW0_SX311
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLW0_SX401
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MKLW0_SX41
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MLBC0_SI1239
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MLBC0_SI1869
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MLBC0_SI609
